state,year,month,n_incidents,n_injured,n_killed,incidents_per_capita,injured_per_capita,killed_per_capita
Florida,2017,5,9,5,2,0.4293153093409996,0.23850850518944425,0.09540340207577767
Florida,2017,6,15,12,4,0.7155255155683327,0.5724204124546661,0.19080680415155535
Florida,2017,7,9,8,1,0.4293153093409996,0.3816136083031107,0.04770170103788884
Florida,2017,8,9,5,0,0.4293153093409996,0.23850850518944425,0
Florida,2017,9,8,3,1,0.3816136083031107,0.14310510311366653,0.04770170103788884
Florida,2017,10,10,2,2,0.4770170103788885,0.09540340207577767,0.09540340207577767
Florida,2017,11,12,8,3,0.5724204124546661,0.3816136083031107,0.14310510311366653
Florida,2017,12,9,8,3,0.4293153093409996,0.3816136083031107,0.14310510311366653
Washington,2014,1,1,0,1,0.14175037617006075,0,0.14175037617006075
Washington,2014,2,2,0,2,0.2835007523401215,0,0.2835007523401215
Washington,2014,3,3,2,1,0.42525112851018226,0.2835007523401215,0.14175037617006075
Washington,2014,4,2,0,3,0.2835007523401215,0,0.42525112851018226
Washington,2014,5,1,0,1,0.14175037617006075,0,0.14175037617006075
Washington,2014,6,8,3,7,1.134003009360486,0.42525112851018226,0.9922526331904252
Washington,2014,7,9,2,7,1.2757533855305467,0.2835007523401215,0.9922526331904252
Washington,2014,8,5,1,2,0.7087518808503037,0.14175037617006075,0.2835007523401215
Washington,2014,9,5,3,2,0.7087518808503037,0.42525112851018226,0.2835007523401215
Washington,2014,10,4,4,5,0.567001504680243,0.567001504680243,0.7087518808503037
Washington,2014,11,5,3,3,0.7087518808503037,0.42525112851018226,0.42525112851018226
Washington,2014,12,3,0,0,0.42525112851018226,0,0
Washington,2015,1,2,1,3,0.2791870130018788,0.1395935065009394,0.4187805195028182
Washington,2015,2,0,0,0,0,0,0
Washington,2015,3,1,0,0,0.1395935065009394,0,0
Washington,2015,4,2,1,0,0.2791870130018788,0.1395935065009394,0
Washington,2015,5,3,1,0,0.4187805195028182,0.1395935065009394,0
Washington,2015,6,1,0,0,0.1395935065009394,0,0
Washington,2015,7,3,0,1,0.4187805195028182,0,0.1395935065009394
Washington,2015,8,3,2,1,0.4187805195028182,0.2791870130018788,0.1395935065009394
Washington,2015,9,0,0,0,0,0,0
Washington,2015,10,2,2,0,0.2791870130018788,0.2791870130018788,0
Washington,2015,11,3,2,0,0.4187805195028182,0.2791870130018788,0
Washington,2015,12,2,0,2,0.2791870130018788,0,0.2791870130018788
Washington,2016,1,0,0,0,0,0,0
Washington,2016,2,6,3,2,0.8225069710892913,0.4112534855446456,0.27416899036309705
Washington,2016,3,1,0,1,0.13708449518154853,0,0.13708449518154853
Washington,2016,4,2,1,1,0.27416899036309705,0.13708449518154853,0.13708449518154853
Washington,2016,5,2,1,0,0.27416899036309705,0.13708449518154853,0
Washington,2016,6,2,1,0,0.27416899036309705,0.13708449518154853,0
Washington,2016,7,2,1,0,0.27416899036309705,0.13708449518154853,0
Washington,2016,8,1,0,0,0.13708449518154853,0,0
Washington,2016,9,2,1,2,0.27416899036309705,0.13708449518154853,0.27416899036309705
Washington,2016,10,3,1,1,0.4112534855446456,0.13708449518154853,0.13708449518154853
Washington,2016,11,4,2,0,0.5483379807261941,0.27416899036309705,0
Washington,2016,12,1,0,1,0.13708449518154853,0,0.13708449518154853
Washington,2017,1,2,0,0,0.26941970498003465,0,0
Washington,2017,2,0,0,0,0,0,0
Washington,2017,3,2,1,0,0.26941970498003465,0.13470985249001732,0
Washington,2017,4,2,1,0,0.26941970498003465,0.13470985249001732,0
Washington,2017,5,1,2,0,0.13470985249001732,0.26941970498003465,0
Washington,2017,6,2,0,1,0.26941970498003465,0,0.13470985249001732
Washington,2017,7,4,1,1,0.5388394099600693,0.13470985249001732,0.13470985249001732
Washington,2017,8,1,1,0,0.13470985249001732,0.13470985249001732,0
Washington,2017,9,3,4,1,0.404129557470052,0.5388394099600693,0.13470985249001732
Washington,2017,10,5,3,0,0.6735492624500866,0.404129557470052,0
Washington,2017,11,0,0,0,0,0,0
Washington,2017,12,2,1,0,0.26941970498003465,0.13470985249001732,0
California,2014,1,4,3,2,0.10363507272021236,0.07772630454015926,0.05181753636010618
California,2014,2,2,2,5,0.05181753636010618,0.05181753636010618,0.12954384090026544
California,2014,3,2,2,1,0.05181753636010618,0.05181753636010618,0.02590876818005309
California,2014,4,9,5,8,0.2331789136204778,0.12954384090026544,0.2072701454404247
California,2014,5,17,4,15,0.4404490590609025,0.10363507272021236,0.3886315227007963
California,2014,6,22,7,17,0.569992899961168,0.1813613772603716,0.4404490590609025
California,2014,7,15,7,8,0.3886315227007963,0.1813613772603716,0.2072701454404247
California,2014,8,12,5,6,0.31090521816063704,0.12954384090026544,0.15545260908031852
California,2014,9,15,7,10,0.3886315227007963,0.1813613772603716,0.2590876818005309
California,2014,10,13,7,6,0.33681398634069015,0.1813613772603716,0.15545260908031852
California,2014,11,17,8,13,0.4404490590609025,0.2072701454404247,0.33681398634069015
California,2014,12,5,3,1,0.12954384090026544,0.07772630454015926,0.02590876818005309
California,2015,1,4,3,2,0.10278008569032694,0.07708506426774521,0.05139004284516347
California,2015,2,1,1,1,0.02569502142258173,0.02569502142258173,0.02569502142258173
California,2015,3,2,5,3,0.05139004284516347,0.1284751071129087,0.07708506426774521
California,2015,4,0,0,0,0,0,0
California,2015,5,2,2,1,0.05139004284516347,0.05139004284516347,0.02569502142258173
California,2015,6,1,1,0,0.02569502142258173,0.02569502142258173,0
California,2015,7,2,1,3,0.05139004284516347,0.02569502142258173,0.07708506426774521
California,2015,8,1,0,0,0.02569502142258173,0,0
California,2015,9,1,1,0,0.02569502142258173,0.02569502142258173,0
California,2015,10,4,0,1,0.10278008569032694,0,0.02569502142258173
California,2015,11,3,2,2,0.07708506426774521,0.05139004284516347,0.05139004284516347
California,2015,12,3,2,4,0.07708506426774521,0.05139004284516347,0.10278008569032694
California,2016,1,4,2,1,0.10212648533717712,0.05106324266858855,0.02553162133429427
California,2016,2,2,1,1,0.05106324266858855,0.02553162133429427,0.02553162133429427
California,2016,3,4,1,2,0.10212648533717712,0.02553162133429427,0.05106324266858855
California,2016,4,2,1,0,0.05106324266858855,0.02553162133429427,0
California,2016,5,6,3,1,0.15318972800576566,0.07659486400288283,0.02553162133429427
California,2016,6,6,6,3,0.15318972800576566,0.15318972800576566,0.07659486400288283
California,2016,7,5,4,2,0.12765810667147137,0.10212648533717712,0.05106324266858855
California,2016,8,7,7,2,0.17872134934005993,0.17872134934005993,0.05106324266858855
California,2016,9,4,2,0,0.10212648533717712,0.05106324266858855,0
California,2016,10,3,1,1,0.07659486400288283,0.02553162133429427,0.02553162133429427
California,2016,11,3,1,0,0.07659486400288283,0.02553162133429427,0
California,2016,12,1,0,0,0.02553162133429427,0,0
California,2017,1,4,0,1,0.10162989709693436,0,0.02540747427423359
California,2017,2,5,4,2,0.12703737137116797,0.10162989709693436,0.05081494854846719
California,2017,3,8,6,0,0.20325979419386875,0.15244484564540156,0
California,2017,4,5,3,1,0.12703737137116797,0.07622242282270078,0.02540747427423359
California,2017,5,8,4,4,0.20325979419386875,0.10162989709693436,0.10162989709693436
California,2017,6,5,7,2,0.12703737137116797,0.17785231991963515,0.05081494854846719
California,2017,7,3,4,0,0.07622242282270078,0.10162989709693436,0
California,2017,8,4,2,2,0.10162989709693436,0.05081494854846719,0.05081494854846719
California,2017,9,5,4,0,0.12703737137116797,0.10162989709693436,0
California,2017,10,7,7,3,0.17785231991963515,0.17785231991963515,0.07622242282270078
California,2017,11,6,3,1,0.15244484564540156,0.07622242282270078,0.02540747427423359
California,2017,12,5,3,2,0.12703737137116797,0.07622242282270078,0.05081494854846719
Missouri,2014,1,2,0,2,0.3302399754829842,0,0.3302399754829842
Missouri,2014,2,1,0,1,0.1651199877414921,0,0.1651199877414921
Missouri,2014,3,2,0,1,0.3302399754829842,0,0.1651199877414921
Missouri,2014,4,0,0,0,0,0,0
Missouri,2014,5,1,1,0,0.1651199877414921,0.1651199877414921,0
Missouri,2014,6,1,0,1,0.1651199877414921,0,0.1651199877414921
Missouri,2014,7,3,0,1,0.49535996322447634,0,0.1651199877414921
Missouri,2014,8,1,0,1,0.1651199877414921,0,0.1651199877414921
Missouri,2014,9,1,1,0,0.1651199877414921,0.1651199877414921,0
Missouri,2014,10,5,4,2,0.8255999387074606,0.6604799509659685,0.3302399754829842
Missouri,2014,11,2,1,1,0.3302399754829842,0.1651199877414921,0.1651199877414921
Missouri,2014,12,5,8,2,0.8255999387074606,1.320959901931937,0.3302399754829842
Missouri,2015,1,3,3,0,0.4940929540368383,0.4940929540368383,0
Missouri,2015,2,0,0,0,0,0,0
Missouri,2015,3,1,2,1,0.16469765134561276,0.3293953026912255,0.16469765134561276
Missouri,2015,4,1,1,1,0.16469765134561276,0.16469765134561276,0.16469765134561276
Missouri,2015,5,4,1,2,0.658790605382451,0.16469765134561276,0.3293953026912255
Missouri,2015,6,4,3,1,0.658790605382451,0.4940929540368383,0.16469765134561276
Missouri,2015,7,3,1,1,0.4940929540368383,0.16469765134561276,0.16469765134561276
Missouri,2015,8,2,1,0,0.3293953026912255,0.16469765134561276,0
Missouri,2015,9,2,1,1,0.3293953026912255,0.16469765134561276,0.16469765134561276
Missouri,2015,10,3,2,1,0.4940929540368383,0.3293953026912255,0.16469765134561276
Missouri,2015,11,3,1,2,0.4940929540368383,0.16469765134561276,0.3293953026912255
Missouri,2015,12,2,2,0,0.3293953026912255,0.3293953026912255,0
Missouri,2016,1,5,3,2,0.8214044866755871,0.4928426920053523,0.32856179467023483
Missouri,2016,2,3,1,1,0.4928426920053523,0.16428089733511742,0.16428089733511742
Missouri,2016,3,3,2,0,0.4928426920053523,0.32856179467023483,0
Missouri,2016,4,3,2,1,0.4928426920053523,0.32856179467023483,0.16428089733511742
Missouri,2016,5,2,2,1,0.32856179467023483,0.32856179467023483,0.16428089733511742
Missouri,2016,6,1,0,0,0.16428089733511742,0,0
Missouri,2016,7,7,1,2,1.149966281345822,0.16428089733511742,0.32856179467023483
Missouri,2016,8,5,2,3,0.8214044866755871,0.32856179467023483,0.4928426920053523
Missouri,2016,9,3,0,1,0.4928426920053523,0,0.16428089733511742
Missouri,2016,10,2,2,0,0.32856179467023483,0.32856179467023483,0
Missouri,2016,11,6,3,3,0.9856853840107046,0.4928426920053523,0.4928426920053523
Missouri,2016,12,4,3,1,0.6571235893404697,0.4928426920053523,0.16428089733511742
Missouri,2017,1,3,2,1,0.49126610738749593,0.32751073825833066,0.16375536912916533
Missouri,2017,2,3,1,1,0.49126610738749593,0.16375536912916533,0.16375536912916533
Missouri,2017,3,4,3,2,0.6550214765166613,0.49126610738749593,0.32751073825833066
Missouri,2017,4,3,3,1,0.49126610738749593,0.49126610738749593,0.16375536912916533
Missouri,2017,5,3,2,1,0.49126610738749593,0.32751073825833066,0.16375536912916533
Missouri,2017,6,4,2,0,0.6550214765166613,0.32751073825833066,0
Missouri,2017,7,8,5,3,1.3100429530333226,0.8187768456458265,0.49126610738749593
Missouri,2017,8,3,2,1,0.49126610738749593,0.32751073825833066,0.16375536912916533
Missouri,2017,9,8,2,3,1.3100429530333226,0.32751073825833066,0.49126610738749593
Missouri,2017,10,1,1,0,0.16375536912916533,0.16375536912916533,0
Missouri,2017,11,4,5,1,0.6550214765166613,0.8187768456458265,0.16375536912916533
Missouri,2017,12,4,8,0,0.6550214765166613,1.3100429530333226,0
Texas,2014,1,4,0,3,0.14834411071840717,0,0.11125808303880536
Texas,2014,2,9,7,5,0.3337742491164161,0.25960219375721255,0.18543013839800895
Texas,2014,3,5,4,3,0.18543013839800895,0.14834411071840717,0.11125808303880536
Texas,2014,4,10,4,5,0.3708602767960179,0.14834411071840717,0.18543013839800895
Texas,2014,5,9,4,7,0.3337742491164161,0.14834411071840717,0.25960219375721255
Texas,2014,6,7,8,3,0.25960219375721255,0.29668822143681434,0.11125808303880536
Texas,2014,7,18,8,9,0.6675484982328322,0.29668822143681434,0.3337742491164161
Texas,2014,8,12,11,4,0.4450323321552215,0.4079463044756197,0.14834411071840717
Texas,2014,9,15,4,5,0.5562904151940269,0.14834411071840717,0.18543013839800895
Texas,2014,10,9,1,6,0.3337742491164161,0.03708602767960179,0.2225161660776107
Texas,2014,11,14,13,4,0.5192043875144251,0.48211835983482326,0.14834411071840717
Texas,2014,12,7,4,1,0.25960219375721255,0.14834411071840717,0.03708602767960179
Texas,2015,1,12,4,7,0.4368392987622595,0.14561309958741986,0.25482292427798475
Texas,2015,2,5,1,4,0.1820163744842748,0.03640327489685496,0.14561309958741986
Texas,2015,3,11,5,3,0.40043602386540456,0.1820163744842748,0.10920982469056488
Texas,2015,4,7,0,3,0.25482292427798475,0,0.10920982469056488
Texas,2015,5,6,1,2,0.21841964938112976,0.03640327489685496,0.07280654979370993
Texas,2015,6,8,5,4,0.2912261991748397,0.1820163744842748,0.14561309958741986
Texas,2015,7,10,4,8,0.3640327489685496,0.14561309958741986,0.2912261991748397
Texas,2015,8,9,4,2,0.3276294740716946,0.14561309958741986,0.07280654979370993
Texas,2015,9,9,7,3,0.3276294740716946,0.25482292427798475,0.10920982469056488
Texas,2015,10,8,8,2,0.2912261991748397,0.2912261991748397,0.07280654979370993
Texas,2015,11,10,8,1,0.3640327489685496,0.2912261991748397,0.03640327489685496
Texas,2015,12,12,7,7,0.4368392987622595,0.25482292427798475,0.25482292427798475
Texas,2016,1,19,7,6,0.6806520359914467,0.25076653957579614,0.21494274820782527
Texas,2016,2,8,5,2,0.286590330943767,0.1791189568398544,0.07164758273594175
Texas,2016,3,8,0,4,0.286590330943767,0,0.1432951654718835
Texas,2016,4,14,10,4,0.5015330791515923,0.3582379136797088,0.1432951654718835
